sample,score_top5_mean,num_pairs,top_values,csv_path
sample_014363,0.95392424,20,0.96598202;0.96592772;0.95954967;0.95173383;0.92642796,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_014363_dinov2_base_adjacent_similarity.csv
sample_007826,0.95392005,20,0.97769457;0.97002530;0.96433371;0.93256736;0.92497933,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007826_dinov2_base_adjacent_similarity.csv
sample_006330,0.95391685,20,0.97614479;0.95760220;0.95602524;0.94009602;0.93971598,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006330_dinov2_base_adjacent_similarity.csv
sample_012260,0.95391678,20,0.97716254;0.95815027;0.94754708;0.94573319;0.94099081,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012260_dinov2_base_adjacent_similarity.csv
sample_015956,0.95391202,20,0.96859574;0.95417637;0.95320976;0.94813371;0.94544452,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_015956_dinov2_base_adjacent_similarity.csv
sample_013973,0.95389028,20,0.98214144;0.95236433;0.94725078;0.94596148;0.94173336,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_013973_dinov2_base_adjacent_similarity.csv
sample_011907,0.95389015,20,0.96551359;0.95929843;0.95084739;0.94692886;0.94686246,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011907_dinov2_base_adjacent_similarity.csv
sample_006397,0.95388396,20,0.96404481;0.96118557;0.95088029;0.94984627;0.94346285,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006397_dinov2_base_adjacent_similarity.csv
sample_001715,0.95388179,20,0.98200685;0.95776963;0.94567800;0.94446230;0.93949217,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_001715_dinov2_base_adjacent_similarity.csv
sample_003718,0.95387727,20,0.97846335;0.95694077;0.95092070;0.94630671;0.93675482,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_003718_dinov2_base_adjacent_similarity.csv
sample_002842,0.95387167,20,0.96417069;0.96351320;0.95310462;0.94601977;0.94255006,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002842_dinov2_base_adjacent_similarity.csv
sample_010564,0.95386925,20,0.97771597;0.95655233;0.95313019;0.94522834;0.93671942,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_010564_dinov2_base_adjacent_similarity.csv
sample_012620,0.95386908,20,0.97224295;0.96947247;0.95866621;0.93827909;0.93068469,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012620_dinov2_base_adjacent_similarity.csv
sample_014495,0.95386138,20,0.98577464;0.95533919;0.94869232;0.94305074;0.93645000,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_014495_dinov2_base_adjacent_similarity.csv
sample_014736,0.95385333,20,0.97213656;0.95930916;0.95918190;0.95267814;0.92596090,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_014736_dinov2_base_adjacent_similarity.csv
sample_009218,0.95384859,20,0.98767114;0.96987891;0.96247679;0.94290531;0.90631080,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009218_dinov2_base_adjacent_similarity.csv
sample_007965,0.95384664,20,0.97875553;0.95490533;0.95428419;0.94194543;0.93934274,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007965_dinov2_base_adjacent_similarity.csv
sample_014894,0.95384003,20,0.96792889;0.96183431;0.95159924;0.94462484;0.94321287,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_014894_dinov2_base_adjacent_similarity.csv
sample_016128,0.95383188,20,0.96166444;0.95616537;0.95087141;0.95024276;0.95021540,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_016128_dinov2_base_adjacent_similarity.csv
sample_013895,0.95383047,20,0.97716367;0.96876740;0.96475708;0.93757945;0.92088473,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_013895_dinov2_base_adjacent_similarity.csv
sample_012550,0.95382236,20,0.97463596;0.95391726;0.95359337;0.95105684;0.93590838,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012550_dinov2_base_adjacent_similarity.csv
sample_003458,0.95382186,20,0.97124785;0.95805562;0.95116496;0.95044678;0.93819410,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_003458_dinov2_base_adjacent_similarity.csv
sample_005937,0.95381996,20,0.98199946;0.98046464;0.95382750;0.93360645;0.91920173,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005937_dinov2_base_adjacent_similarity.csv
sample_009080,0.95381702,20,0.97630256;0.97151160;0.95772970;0.94203293;0.92150831,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009080_dinov2_base_adjacent_similarity.csv
sample_010009,0.95379544,20,0.97562283;0.97126776;0.95465767;0.93624818;0.93118078,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_010009_dinov2_base_adjacent_similarity.csv
sample_007713,0.95377829,20,0.97045100;0.96026772;0.95904219;0.93981677;0.93931377,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007713_dinov2_base_adjacent_similarity.csv
sample_012223,0.95377741,20,0.96254551;0.96239108;0.95526135;0.94882715;0.93986195,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012223_dinov2_base_adjacent_similarity.csv
sample_011778,0.95376155,20,0.96268058;0.96245408;0.95649791;0.94542956;0.94174564,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011778_dinov2_base_adjacent_similarity.csv
sample_015005,0.95375763,20,0.97962052;0.96875012;0.95736533;0.94064850;0.92240369,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_015005_dinov2_base_adjacent_similarity.csv
sample_002128,0.95375517,20,0.97117478;0.96986264;0.94822514;0.94191909;0.93759418,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002128_dinov2_base_adjacent_similarity.csv
sample_013789,0.95375453,20,0.97657645;0.97560751;0.96335828;0.93146020;0.92177022,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_013789_dinov2_base_adjacent_similarity.csv
sample_010489,0.95375421,20,0.97395170;0.96559435;0.96257269;0.93457359;0.93207872,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_010489_dinov2_base_adjacent_similarity.csv
sample_006804,0.95375256,20,0.95736063;0.95551074;0.95392138;0.95115137;0.95081866,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006804_dinov2_base_adjacent_similarity.csv
sample_012595,0.95374434,20,0.97877562;0.95886284;0.95612121;0.94244874;0.93251330,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012595_dinov2_base_adjacent_similarity.csv
sample_008932,0.95374366,20,0.97970647;0.96454132;0.95236236;0.94049072;0.93161744,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_008932_dinov2_base_adjacent_similarity.csv
sample_015327,0.95374353,20,0.97853857;0.95611984;0.95426702;0.94154441;0.93824780,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_015327_dinov2_base_adjacent_similarity.csv
sample_011776,0.95373349,20,0.96430647;0.95502079;0.95157385;0.94921982;0.94854653,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011776_dinov2_base_adjacent_similarity.csv
sample_008647,0.95372307,20,0.97772753;0.97543848;0.97050536;0.94215667;0.90278733,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_008647_dinov2_base_adjacent_similarity.csv
sample_011611,0.95372124,20,0.97131467;0.96876150;0.95122004;0.94201100;0.93529898,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011611_dinov2_base_adjacent_similarity.csv
sample_009108,0.95372079,20,0.96343905;0.96261507;0.95702243;0.94927049;0.93625689,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009108_dinov2_base_adjacent_similarity.csv
sample_010330,0.95371962,20,0.96446598;0.96024001;0.95387989;0.95123255;0.93877965,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_010330_dinov2_base_adjacent_similarity.csv
sample_005912,0.95371910,20,0.99119532;0.95144534;0.94344127;0.94342595;0.93908763,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005912_dinov2_base_adjacent_similarity.csv
sample_009952,0.95371016,20,0.96267527;0.95577633;0.95503175;0.94954669;0.94552076,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009952_dinov2_base_adjacent_similarity.csv
sample_008050,0.95371008,20,0.97185302;0.95594454;0.95004535;0.94597483;0.94473267,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_008050_dinov2_base_adjacent_similarity.csv
sample_008342,0.95370990,20,0.96821028;0.96086073;0.95206773;0.94373250;0.94367826,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_008342_dinov2_base_adjacent_similarity.csv
sample_005385,0.95370899,20,0.96320516;0.96145713;0.95544869;0.94650835;0.94192564,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005385_dinov2_base_adjacent_similarity.csv
sample_006006,0.95370823,20,0.97847480;0.96673274;0.95189416;0.94097376;0.93046570,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006006_dinov2_base_adjacent_similarity.csv
sample_001440,0.95370042,20,0.97350311;0.95205712;0.95190603;0.95144814;0.93958771,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_001440_dinov2_base_adjacent_similarity.csv
sample_007554,0.95369814,20,0.98752618;0.96219420;0.95663708;0.94521606;0.91691720,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007554_dinov2_base_adjacent_similarity.csv
sample_003394,0.95368893,20,0.98816478;0.95732641;0.94569707;0.94194627;0.93531013,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_003394_dinov2_base_adjacent_similarity.csv
sample_008740,0.95368685,20,0.98073816;0.97564626;0.96529472;0.95796955;0.88878554,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_008740_dinov2_base_adjacent_similarity.csv
sample_003505,0.95368307,20,0.97211707;0.95503038;0.94983435;0.94871718;0.94271636,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_003505_dinov2_base_adjacent_similarity.csv
sample_006017,0.95368076,20,0.97679543;0.97572589;0.95453578;0.95306432;0.90828240,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006017_dinov2_base_adjacent_similarity.csv
sample_001837,0.95367810,20,0.96523213;0.95674050;0.95346469;0.94737256;0.94558060,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_001837_dinov2_base_adjacent_similarity.csv
sample_015246,0.95367151,20,0.96662861;0.96509838;0.96097040;0.94070643;0.93495375,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_015246_dinov2_base_adjacent_similarity.csv
sample_014409,0.95366363,20,0.97455406;0.96024394;0.94977593;0.94900441;0.93473983,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_014409_dinov2_base_adjacent_similarity.csv
sample_005818,0.95366260,20,0.97651511;0.96631372;0.95104998;0.94916821;0.92526597,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005818_dinov2_base_adjacent_similarity.csv
sample_007706,0.95366119,20,0.97834587;0.95713133;0.95551002;0.94377720;0.93354154,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007706_dinov2_base_adjacent_similarity.csv
sample_012312,0.95366107,20,0.98267531;0.94940257;0.94676048;0.94616711;0.94329989,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012312_dinov2_base_adjacent_similarity.csv
sample_012479,0.95366075,20,0.97003597;0.95605743;0.95335549;0.94878769;0.94006717,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012479_dinov2_base_adjacent_similarity.csv
sample_002831,0.95365777,20,0.98044133;0.95573151;0.95075095;0.94805199;0.93331307,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002831_dinov2_base_adjacent_similarity.csv
sample_003584,0.95364473,20,0.96428967;0.95860136;0.95139873;0.95054680;0.94338709,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_003584_dinov2_base_adjacent_similarity.csv
sample_014768,0.95363924,20,0.96262312;0.96150839;0.95336127;0.95158088;0.93912256,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_014768_dinov2_base_adjacent_similarity.csv
sample_007948,0.95363572,20,0.95705473;0.95623970;0.95235777;0.95227945;0.95024693,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007948_dinov2_base_adjacent_similarity.csv
sample_006254,0.95363223,20,0.96275949;0.96183556;0.95846891;0.94309360;0.94200361,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006254_dinov2_base_adjacent_similarity.csv
sample_007892,0.95363146,20,0.97962022;0.96962112;0.96124077;0.94132888;0.91634631,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007892_dinov2_base_adjacent_similarity.csv
sample_008557,0.95363120,20,0.98267102;0.98168051;0.95918071;0.93485266;0.90977108,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_008557_dinov2_base_adjacent_similarity.csv
sample_009978,0.95362911,20,0.97684431;0.95908272;0.95818615;0.95132160;0.92271078,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009978_dinov2_base_adjacent_similarity.csv
sample_012218,0.95362211,20,0.97890699;0.96476823;0.95157564;0.93907022;0.93378949,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012218_dinov2_base_adjacent_similarity.csv
sample_016257,0.95362072,20,0.97174561;0.95804477;0.95636463;0.94106793;0.94088066,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_016257_dinov2_base_adjacent_similarity.csv
sample_007885,0.95361540,20,0.97808564;0.97807461;0.94854969;0.93205881;0.93130827,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007885_dinov2_base_adjacent_similarity.csv
sample_011998,0.95361456,20,0.96056581;0.96007252;0.95933807;0.94855779;0.93953860,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011998_dinov2_base_adjacent_similarity.csv
sample_015757,0.95360870,20,0.96443522;0.96161759;0.95965040;0.94543159;0.93690872,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_015757_dinov2_base_adjacent_similarity.csv
sample_014017,0.95360781,20,0.97274095;0.96668541;0.94955444;0.94282174;0.93623650,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_014017_dinov2_base_adjacent_similarity.csv
sample_006316,0.95360770,20,0.96771944;0.96500731;0.96021938;0.94050813;0.93458426,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006316_dinov2_base_adjacent_similarity.csv
sample_003419,0.95359901,20,0.97038406;0.96628022;0.95323569;0.94560307;0.93249202,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_003419_dinov2_base_adjacent_similarity.csv
sample_010343,0.95359824,20,0.96440291;0.96119994;0.95096129;0.94799805;0.94342899,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_010343_dinov2_base_adjacent_similarity.csv
sample_001428,0.95359731,20,0.99106514;0.97988892;0.94551152;0.93949622;0.91202474,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_001428_dinov2_base_adjacent_similarity.csv
sample_014337,0.95359562,20,0.97079301;0.96663719;0.95716929;0.95067954;0.92269909,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_014337_dinov2_base_adjacent_similarity.csv
sample_009529,0.95359279,20,0.98664308;0.98065454;0.97269285;0.92055738;0.90741611,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009529_dinov2_base_adjacent_similarity.csv
sample_003589,0.95358693,20,0.98419732;0.96397418;0.94462723;0.94167757;0.93345833,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_003589_dinov2_base_adjacent_similarity.csv
sample_001682,0.95357811,20,0.96457958;0.96379161;0.95230818;0.94739866;0.93981254,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_001682_dinov2_base_adjacent_similarity.csv
sample_015147,0.95357645,20,0.97788411;0.97124749;0.96000791;0.93013299;0.92860973,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_015147_dinov2_base_adjacent_similarity.csv
sample_015578,0.95356355,20,0.97380424;0.96392357;0.94912130;0.94258440;0.93838423,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_015578_dinov2_base_adjacent_similarity.csv
sample_014644,0.95355939,20,0.98066747;0.96547264;0.95269632;0.93816036;0.93080014,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_014644_dinov2_base_adjacent_similarity.csv
sample_007804,0.95354707,20,0.96932483;0.96299320;0.95549047;0.94209731;0.93782955,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007804_dinov2_base_adjacent_similarity.csv
sample_010895,0.95354546,20,0.96592009;0.95675075;0.95338738;0.95161730;0.94005179,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_010895_dinov2_base_adjacent_similarity.csv
sample_014054,0.95353904,20,0.98229766;0.96866101;0.96523923;0.94458228;0.90691501,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_014054_dinov2_base_adjacent_similarity.csv
sample_011622,0.95353297,20,0.96873248;0.96864522;0.95472628;0.93904996;0.93651092,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011622_dinov2_base_adjacent_similarity.csv
sample_008617,0.95353101,20,0.97885209;0.97285175;0.95774114;0.93800998;0.92020011,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_008617_dinov2_base_adjacent_similarity.csv
sample_012113,0.95353025,20,0.95682549;0.95659596;0.95297343;0.95090592;0.95035046,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012113_dinov2_base_adjacent_similarity.csv
sample_016056,0.95352702,20,0.98718160;0.97629905;0.95681244;0.92785084;0.91949117,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_016056_dinov2_base_adjacent_similarity.csv
sample_014771,0.95352421,20,0.96648270;0.96580482;0.95398366;0.95018101;0.93116885,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_014771_dinov2_base_adjacent_similarity.csv
sample_007859,0.95350784,20,0.96695614;0.95691425;0.95514446;0.94924545;0.93927890,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007859_dinov2_base_adjacent_similarity.csv
sample_005160,0.95350380,20,0.98267698;0.96080112;0.94786859;0.94467652;0.93149579,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005160_dinov2_base_adjacent_similarity.csv
sample_001853,0.95349789,20,0.98616940;0.95518744;0.95433575;0.94309354;0.92870331,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_001853_dinov2_base_adjacent_similarity.csv
sample_009048,0.95348649,20,0.97726750;0.97582817;0.95765400;0.94256449;0.91411829,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009048_dinov2_base_adjacent_similarity.csv
sample_013867,0.95347164,20,0.98375922;0.97819656;0.95016527;0.94555444;0.90968269,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_013867_dinov2_base_adjacent_similarity.csv
sample_010521,0.95347021,20,0.98278171;0.95474017;0.95222002;0.95027697;0.92733216,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_010521_dinov2_base_adjacent_similarity.csv
sample_014702,0.95346517,20,0.98253471;0.96387333;0.95756525;0.95015514;0.91319740,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_014702_dinov2_base_adjacent_similarity.csv
sample_014186,0.95346128,20,0.97672439;0.96678829;0.96509057;0.94518393;0.91351920,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_014186_dinov2_base_adjacent_similarity.csv
sample_009517,0.95346080,20,0.97005689;0.96577203;0.94987571;0.94191694;0.93968242,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009517_dinov2_base_adjacent_similarity.csv
sample_006522,0.95345817,20,0.97755802;0.95469856;0.95391560;0.94632870;0.93478996,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006522_dinov2_base_adjacent_similarity.csv
sample_002110,0.95345558,20,0.97380769;0.96368533;0.95209277;0.95198542;0.92570668,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002110_dinov2_base_adjacent_similarity.csv
sample_007805,0.95345153,20,0.98274684;0.97667980;0.94939435;0.94541824;0.91301841,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007805_dinov2_base_adjacent_similarity.csv
sample_013988,0.95344235,20,0.97140574;0.96483433;0.95916098;0.95146263;0.92034805,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_013988_dinov2_base_adjacent_similarity.csv
sample_001655,0.95343832,20,0.98172086;0.95459175;0.95427418;0.94266438;0.93394041,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_001655_dinov2_base_adjacent_similarity.csv
sample_006709,0.95343806,20,0.96881664;0.95685935;0.95645440;0.94310147;0.94195843,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006709_dinov2_base_adjacent_similarity.csv
sample_013793,0.95343611,20,0.99195641;0.97111833;0.94164020;0.93643826;0.92602736,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_013793_dinov2_base_adjacent_similarity.csv
sample_010524,0.95342491,20,0.98024827;0.96620291;0.95448846;0.93558764;0.93059725,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_010524_dinov2_base_adjacent_similarity.csv
sample_008404,0.95342313,20,0.97381878;0.96187550;0.95080996;0.94206858;0.93854284,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_008404_dinov2_base_adjacent_similarity.csv
sample_012669,0.95342020,20,0.96863133;0.96185899;0.95173979;0.94873476;0.93613613,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012669_dinov2_base_adjacent_similarity.csv
sample_005739,0.95341746,20,0.97999001;0.95753288;0.94541138;0.94221878;0.94193423,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005739_dinov2_base_adjacent_similarity.csv
sample_008406,0.95341732,20,0.98172712;0.95840085;0.94607067;0.94089794;0.93999004,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_008406_dinov2_base_adjacent_similarity.csv
sample_004858,0.95341382,20,0.97586727;0.97298706;0.95100492;0.93491685;0.93229300,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004858_dinov2_base_adjacent_similarity.csv
sample_012705,0.95340390,20,0.97581643;0.95654237;0.94819504;0.94554377;0.94092190,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012705_dinov2_base_adjacent_similarity.csv
sample_003577,0.95340279,20,0.96493864;0.95641422;0.95000768;0.94908309;0.94657034,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_003577_dinov2_base_adjacent_similarity.csv
sample_009140,0.95340247,20,0.97042114;0.96617329;0.95140904;0.95045292;0.92855597,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009140_dinov2_base_adjacent_similarity.csv
sample_007227,0.95340009,20,0.99329168;0.95961660;0.95339775;0.94581187;0.91488254,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007227_dinov2_base_adjacent_similarity.csv
sample_013878,0.95339961,20,0.96696562;0.96307516;0.96047592;0.94732881;0.92915255,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_013878_dinov2_base_adjacent_similarity.csv
sample_014643,0.95339781,20,0.97812831;0.97035086;0.95360339;0.94985145;0.91505504,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_014643_dinov2_base_adjacent_similarity.csv
sample_014261,0.95339698,20,0.97357738;0.97347081;0.95339239;0.94552815;0.92101616,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_014261_dinov2_base_adjacent_similarity.csv
sample_012575,0.95339398,20,0.99496865;0.98225951;0.93311793;0.93204564;0.92457819,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012575_dinov2_base_adjacent_similarity.csv
sample_005373,0.95339377,20,0.96888602;0.95155585;0.95001441;0.94894081;0.94757175,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005373_dinov2_base_adjacent_similarity.csv
sample_012154,0.95339177,20,0.98016572;0.96433586;0.95191240;0.94362760;0.92691725,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012154_dinov2_base_adjacent_similarity.csv
sample_014087,0.95339056,20,0.97060668;0.96772492;0.96039385;0.94030607;0.92792130,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_014087_dinov2_base_adjacent_similarity.csv
sample_014141,0.95338286,20,0.97782803;0.96107709;0.95903254;0.94101942;0.92795724,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_014141_dinov2_base_adjacent_similarity.csv
sample_015847,0.95338079,20,0.97715855;0.97563040;0.94422185;0.93563479;0.93425834,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_015847_dinov2_base_adjacent_similarity.csv
sample_014397,0.95337921,20,0.97252411;0.96072978;0.95841682;0.94015449;0.93507087,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_014397_dinov2_base_adjacent_similarity.csv
sample_012453,0.95337620,20,0.97003031;0.95161426;0.95107967;0.94734520;0.94681156,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012453_dinov2_base_adjacent_similarity.csv
sample_014197,0.95336829,20,0.96407855;0.96011382;0.95835584;0.94765693;0.93663633,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_014197_dinov2_base_adjacent_similarity.csv
sample_008748,0.95336530,20,0.98485321;0.96527880;0.95074403;0.93896937;0.92698109,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_008748_dinov2_base_adjacent_similarity.csv
sample_003474,0.95335909,20,0.97915685;0.96272367;0.94920397;0.94250703;0.93320394,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_003474_dinov2_base_adjacent_similarity.csv
sample_016091,0.95335753,20,0.97168761;0.95352471;0.94959110;0.94744855;0.94453567,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_016091_dinov2_base_adjacent_similarity.csv
